Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,incr2015,incr2014,incr2013,incr3year,incr6year
AAN,"Aaron&#39;s,  Inc.",20.33,1475516859.33,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/aan,-26.05,6.01,2.05,-22.21,-22.21
ABB,ABB Ltd,16.31,36140248837.6,n/a,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/abb,-8.49,-17.16,25.34,-8.9,-8.9
ABT,Abbott Laboratories,40.67,60668247967.0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abt,1.47,16.01,17.2,42.22,42.22
ABBV,AbbVie Inc.,55.65,90973665931.1,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abbv,-6.98,33.63,58.79,91.76,91.76
ANF,Abercrombie & Fitch Company,25.53,1715735071.92,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/anf,-0.76,-21.47,-30.44,-39.35,-39.35
ABM,ABM Industries Incorporated,26.58,1490391155.16,n/a,n/a,Finance,Diversified Commercial Services,http://www.nasdaq.com/symbol/abm,-1.21,2.39,41.99,47.72,47.72
AKR,Acadia Realty Trust,31.53,2176250291.28,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/akr,0.69,34.82,1.18,45.55,45.55
ACN,Accenture plc.,98.2,63920986817.2,n/a,2001,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/acn,18.9,9.53,19.3,60.48,60.48
ACCO,Acco Brands Corporation,6.16,655310360.32,n/a,n/a,Consumer Durables,Publishing,http://www.nasdaq.com/symbol/acco,-16.71,36.49,-20.72,-14.1,-14.1
ACW,Accuride Corporation New,1.26,60421479.3,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/acw,-64.83,5.46,20.06,-47.96,-47.96
ACE,Ace Limited,109.96,35646994551.2,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ace,3.07,19.63,24.58,48.03,48.03
ATV,"Acorn International, Inc.",4.01,2497720.73,n/a,2007,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/atv,-44.11,1.31,-43.77,-70.96,-70.96
ATU,Actuant Corporation,22.11,1319781519.21,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/atu,-2.35,-24.62,26.09,-16.37,-16.37
AYI,Acuity Brands Inc,215.48,9402576893.56,n/a,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/ayi,54.79,5.89,64.65,258.52,258.52
AGRO,Adecoagro S.A.,11.7,1416455305.2,n/a,2011,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/agro,48.43,5.0,-11.97,37.47,37.47
ADPT,Adeptus Health Inc.,56.6,1175487874.2,n/a,1986,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/adpt,51.36,50.16,,115.49,115.49
ADT,ADT Corporation,30.22,4984398859.8,n/a,n/a,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/adt,-6.62,-5.31,-14.69,-25.27,-25.27
AAP,Advance Auto Parts Inc,145.56,10660319059.3,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/aap,-5.96,37.36,56.58,109.47,109.47
WMS,"Advanced Drainage Systems, Inc.",21.07,1122179266.32,n/a,2014,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/wms,0.68,42.17,,50.07,50.07
ASX,"Advanced Semiconductor Engineering, Inc.",5.11,7927701006.89,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/asx,-3.58,33.09,14.18,56.03,56.03
AAV,Advantage Oil & Gas Ltd,4.78,816093988.8,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/aav,10.68,7.11,40.19,63.34,63.34
ATE,Advantest Corporation (Kabushiki Kaisha Advantest) ADS,7.85,1370398238.4,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/ate,-29.84,7.3,-22.36,-47.02,-47.02
ACM,AECOM,27.81,4210658955.09,n/a,2007,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/acm,4.63,-0.85,19.69,20.7,20.7
ANW,Aegean Marine Petroleum Network Inc.,7.09,342243892.77,n/a,2006,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/anw,-40.93,29.27,74.04,34.79,34.79
AEB,Aegon NV,24.1101,0.0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aeb,4.78,19.91,-14.07,12.47,12.47
AED,Aegon NV,25.98,0.0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aed,7.91,13.54,0.71,24.55,24.55
AEG,Aegon NV,5.15,13781173611.1,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aeg,-17.25,-16.67,45.46,-5.19,-5.19
AEH,Aegon NV,25.69,0.0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aeh,8.0,14.47,-2.85,20.21,20.21
AEK,Aegon NV,27.85,0.0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aek,-1.66,9.03,7.07,14.73,14.73
AER,Aercap Holdings N.V.,36.71,7251423104.27,n/a,2006,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/aer,10.24,6.85,149.9,198.69,198.69
HIVE,"Aerohive Networks, Inc.",4.6,221208240.8,n/a,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/hive,8.26,-52.3,,-48.9,-48.9
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",14.04,901368000.0,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/ajrd,-9.74,0.44,78.97,57.55,57.55
ARO,Aeropostale Inc,0.24,19198669.92,n/a,2002,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/aro,-89.43,-71.65,-26.01,-97.74,-97.74
AET,Aetna Inc.,107.07,37335309000.0,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/aet,19.9,25.95,50.51,145.05,145.05
AMG,"Affiliated Managers Group, Inc.",134.23,7253384362.32,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/amg,-22.2,-1.87,53.5,14.4,14.4
MGR,"Affiliated Managers Group, Inc.",26.487,0.0,n/a,2012,Finance,Investment Managers,http://www.nasdaq.com/symbol/mgr,1.38,18.8,-5.26,16.76,16.76
AFL,Aflac Incorporated,56.71,24200350486.1,n/a,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/afl,4.75,-3.93,28.11,21.92,21.92
AFSD,Aflac Incorporated,25.7,0.0,n/a,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/afsd,3.32,17.83,-14.23,8.06,8.06
AGCO,AGCO Corporation,45.07,3854375267.71,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/agco,6.14,-20.22,15.36,-8.84,-8.84
A,"Agilent Technologies, Inc.",38.59,12818474645.1,n/a,1999,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/a,4.1,-2.86,32.41,38.73,38.73
GAS,"AGL Resources, Inc.",63.17,7595556630.78,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/gas,24.06,20.73,18.19,78.39,78.39
AEM,Agnico Eagle Mines Limited,29.56,6434396025.76,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/aem,-10.74,-0.23,-45.2,-45.87,-45.87
ADC,Agree Realty Corporation,32.89,621239870.68,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/adc,11.71,16.43,7.5,41.3,41.3
GRO,Agria Corporation,1.3,71998290.0,n/a,2007,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/gro,15.0,-22.45,115.07,89.04,89.04
AGU,Agrium Inc.,82.74,11432103060.0,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/agu,-7.08,7.6,-12.67,-8.02,-8.02
AL,Air Lease Corporation,28.5,2895077566.5,n/a,2011,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/al,1.29,7.97,37.28,51.08,51.08
APD,"Air Products and Chemicals, Inc.",119.02,25640070242.4,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/apd,-7.07,35.8,29.47,58.76,58.76
AYR,Aircastle Limited,19.68,1597769901.6,n/a,2006,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/ayr,7.94,18.27,54.99,87.88,87.88
ARG,"Airgas, Inc.",137.8,9929524326.8,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/arg,24.79,6.47,19.39,57.83,57.83
AKS,AK Steel Holding Corporation,2.33,414391564.81,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/aks,-58.52,-20.51,72.86,-52.14,-52.14
ALG,"Alamo Group, Inc.",49.81,569038007.32,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/alg,7.2,-11.94,66.78,54.83,54.83
AGI,Alamos Gold Inc.,3.48,893867687.88,n/a,2015,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/agi,-58.51,-38.13,-26.65,-79.99,-79.99
ALK,"Alaska Air Group, Inc.",70.38,8876931853.32,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/alk,36.32,54.23,60.03,253.48,253.48
AIN,Albany International Corporation,33.27,1064640000.0,n/a,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/ain,2.77,8.89,51.75,60.38,60.38
ALB,Albemarle Corporation,49.01,5499076577.54,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/alb,-2.89,-7.74,0.34,-7.52,-7.52
ALU,Alcatel Lucent,4,11195478200.0,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/alu,9.74,-16.9,189.49,147.49,147.49
AA,Alcoa Inc.,8.07,10572739738.8,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/aa,-38.1,58.42,19.85,14.04,14.04
ALR,Alere Inc.,36.08,3112146065.6,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/alr,-2.49,-4.02,73.76,88.57,88.57
ALEX,"Alexander & Baldwin Holdings, Inc.",32.8,1603107380.0,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/alex,-7.83,-5.88,43.35,21.3,21.3
ALX,"Alexander&#39;s, Inc.",371.55,1897207123.8,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/alx,-16.6,39.09,2.63,26.99,26.99
ARE,"Alexandria Real Estate Equities, Inc.",85.57,6203734809.22,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/are,0.09,43.94,-7.27,39.65,39.65
BABA,Alibaba Group Holding Limited,70.8,1.76681331749e+11,n/a,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/baba,-21.11,10.34,,-13.44,-13.44
Y,Alleghany Corporation,464.45,7232690818.85,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/y,5.25,18.04,12.18,36.31,36.31
ATI,Allegheny Technologies Incorporated,9.48,1035291840.0,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/ati,-63.49,-0.55,18.77,-60.51,-60.51
ALLE,Allegion plc,59.77,5732656295.18,n/a,2013,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/alle,18.74,21.09,-0.07,51.73,51.73
AGN,Allergan plc.,299.46,1.18024531754e+11,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agn,16.31,41.35,100.72,273.31,273.31
ALE,"Allete, Inc.",49.86,2441422921.32,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ale,-4.94,15.57,18.42,32.49,32.49
ADS,Alliance Data Systems Corporation,257.01,15713156282.1,n/a,2001,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ads,-4.88,10.5,69.55,77.82,77.82
AOI,"Alliance One International, Inc.",11.46,110801594.46,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/aoi,-19.79,-41.24,-14.08,-67.04,-67.04
AB,AllianceBernstein Holding L.P.,21.83,2134375377.74,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ab,-0.26,26.34,16.51,47.51,47.51
LNT,Alliant Energy Corporation,61.96,7023811933.0,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/lnt,-2.96,32.86,14.99,52.04,52.04
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",11.64,1100263143.0,n/a,2005,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nfj,-14.4,-2.33,19.84,3.95,3.95
AWH,"Allied World Assurance Company Holdings, AG",35.65,3241008807.2,n/a,2006,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/awh,-0.51,5.62,38.38,42.48,42.48
ALSN,"Allison Transmission Holdings, Inc.",23.91,4089371055.3,n/a,2012,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/alsn,-20.58,27.19,33.23,32.18,32.18
ALL,Allstate Corporation (The),58.23,22552838628.5,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/all,-10.16,32.08,26.71,53.14,53.14
ALLY,Ally Financial Inc.,16.88,8131976781.52,n/a,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ally,-21.94,-7.78,,-27.32,-27.32
BSI,Alon Blue Square Israel Ltd.,3.7689,24935743.4154,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/bsi,-83.37,-38.54,56.39,-83.87,-83.87
ALJ,"Alon USA Energy, Inc.",13.39,950160572.79,n/a,2005,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/alj,30.4,-19.26,-5.0,-8.07,-8.07
ALDW,"Alon USA Partners, LP",22.55,1409601379.45,n/a,2012,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/aldw,85.31,-8.41,-9.89,59.24,59.24
RESI,Altisource Residential Corporation,11.88,665171333.64,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/resi,-23.08,-27.95,63.63,-17.69,-17.69
MO,Altria Group,58.24,1.14189970644e+11,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/mo,19.88,37.72,20.58,103.19,103.19
ACH,Aluminum Corporation of China Limited,7.43,4667863975.84,n/a,2001,Basic Industries,Aluminum,http://www.nasdaq.com/symbol/ach,-35.98,31.21,-34.17,-35.73,-35.73
AMBR,"Amber Road, Inc.",4.33,113685678.49,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ambr,-49.8,-40.18,,-70.06,-70.06
ABEV,Ambev S.A.,4.18,65695360499.8,n/a,2013,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/abev,-27.01,-13.87,-14.19,-41.46,-41.46
AMC,"AMC Entertainment Holdings, Inc.",22.38,2179867032.42,n/a,2013,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/amc,-8.14,31.13,1.73,28.59,28.59
AMFW,Amec Plc Ord,5.67,2205291671.1,n/a,2014,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/amfw,-44.94,-22.38,,-59.31,-59.31
AEE,Ameren Corporation,43.51,10557040061.0,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/aee,0.12,31.04,17.89,56.13,56.13
AMRC,"Ameresco, Inc.",5.56,258639479.52,n/a,2010,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/amrc,-6.02,-31.17,3.22,-35.1,-35.1
AMX,"America Movil, S.A.B. de C.V.",12.16,40602969539.2,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amx,-35.76,0.08,-6.17,-38.62,-38.62
AAT,"American Assets Trust, Inc.",37.56,1703207103.12,n/a,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aat,-7.01,29.5,15.46,46.57,46.57
AXL,"American Axle & Manufacturing Holdings, Inc.",15.86,1206101629.46,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/axl,-17.58,14.66,73.23,67.91,67.91
ACC,American Campus Communities Inc,40.51,4550463548.39,n/a,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/acc,-0.05,29.48,-27.04,-1.24,-1.24
AEO,"American Eagle Outfitters, Inc.",13.24,2576976495.88,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/aeo,15.4,-7.81,-19.79,-11.0,-11.0
AEP,"American Electric Power Company, Inc.",58.26,28595021840.5,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aep,-1.86,34.68,11.18,51.63,51.63
AEL,American Equity Investment Life Holding Company,21.15,1724753926.35,n/a,2003,Finance,Life Insurance,http://www.nasdaq.com/symbol/ael,-13.34,19.72,96.3,87.45,87.45
AXP,American Express Company,63.63,62627568080.5,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/axp,-22.24,5.92,47.87,17.46,17.46
AFA,"American Financial Group, Inc.",26,0.0,n/a,2012,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afa,0.27,20.26,-8.68,14.35,14.35
AFG,"American Financial Group, Inc.",67.57,5902179159.99,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afg,23.79,8.85,40.89,90.77,90.77
AFGE,"American Financial Group, Inc.",25.95,0.0,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afge,4.84,5.53,,9.9,9.9
AFGH,"American Financial Group, Inc.",25.32,0.0,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afgh,2.68,,,2.68,2.68
AFW,"American Financial Group, Inc.",26.4088,0.0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afw,-3.62,14.52,-2.54,11.85,11.85
AMH,American Homes 4 Rent,15.69,3265044142.29,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amh,-3.29,3.97,2.97,8.11,8.11
AIG,"American International Group, Inc.",57.45,71066368814.4,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/aig,17.81,8.45,45.12,80.69,80.69
AMID,"American Midstream Partners, LP",8.28,262898727.12,n/a,2011,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/amid,-47.33,-15.96,74.78,-32.17,-32.17
ARL,"American Realty Investors, Inc.",5.41,83932687.6,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/arl,-1.92,7.22,81.29,102.16,102.16
ARPI,"American Residential Properties, Inc.",17.65,568529903.9,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/arpi,6.37,1.13,-17.95,-8.98,-8.98
AWR,American States Water Company,40.46,1486024914.08,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/awr,12.68,41.8,14.71,81.53,81.53
AMT,American Tower Corporation (REIT),94.23,39913017307.6,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amt,-0.56,22.48,2.61,29.27,29.27
AVD,American Vanguard Corporation,10.31,300642012.54,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/avd,23.99,-50.44,-21.57,-54.2,-54.2
AWK,American Water Works,59.67,10708942260.5,n/a,2008,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/awk,12.77,31.83,10.28,67.14,67.14
APU,"AmeriGas Partners, L.P.",37.23,3458390827.86,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/apu,-25.04,18.64,21.89,10.55,10.55
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",94.94,16530151696.3,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/amp,-14.9,17.07,79.45,74.58,74.58
ABC,AmerisourceBergen Corporation (Holding Co),97.96,20143803096.3,n/a,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/abc,12.83,28.5,62.01,146.33,146.33
ANFI,Amira Nature Foods Ltd,8.05,230875320.2,n/a,2012,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/anfi,-31.4,-26.11,152.89,34.96,34.96
AHS,AMN Healthcare Services Inc,27.17,1295845110.56,n/a,2001,Technology,Professional Services,http://www.nasdaq.com/symbol/ahs,68.11,33.26,20.94,155.98,155.98
AP,Ampco-Pittsburgh Corporation,9.93,103668941.82,n/a,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/ap,-42.12,6.08,0.79,-41.58,-41.58
APH,Amphenol Corporation,46.63,14374222134.1,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/aph,-1.61,21.17,29.8,56.88,56.88
BETR,"Amplify Snack Brands, inc.",10.18,763500000.0,n/a,2015,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/betr,-28.84,,,-28.84,-28.84
AXR,AMREP Corporation,4.28,34494463.12,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/axr,13.28,-46.58,-33.45,-60.99,-60.99
AME,"AMTEK, Inc.",49.07,11672898298.7,n/a,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/ame,5.8,0.8,35.29,40.78,40.78
AFSS,"AmTrust Financial Services, Inc.",25.23,0.0,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afss,3.47,,,3.47,3.47
AFST,"AmTrust Financial Services, Inc.",26.19,0.0,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afst,5.24,,,5.24,5.24
AEUA,Anadarko Petroleum Corporation,33.2,0.0,n/a,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/aeua,-29.7,,,-29.7,-29.7
APC,Anadarko Petroleum Corporation,40.56,20610269980.6,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/apc,-37.68,4.18,1.22,-35.57,-35.57
AU,AngloGold Ashanti Limited,7.9,3200320573.0,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/au,-29.98,-25.64,-58.11,-75.45,-75.45
BUD,Anheuser-Busch Inbev SA,117.13,1.88373403732e+11,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/bud,15.31,9.41,22.09,56.53,56.53
AXE,Anixter International Inc.,52.04,1715775452.8,n/a,n/a,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/axe,-29.04,-5.41,46.11,-1.53,-1.53
NLY,Annaly Capital Management Inc,9.41,8919132186.74,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nly,-2.19,19.95,-23.83,-10.4,-10.4
AM,Antero Midstream Partners LP,20.52,3607259822.28,n/a,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/am,0.49,-2.35,,-16.41,-16.41
AR,Antero Resources Corporation,22.26,6167116549.86,n/a,2013,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ar,-44.57,-23.18,13.92,-59.1,-59.1
ANTM,"Anthem, Inc.",132.13,34495157430.7,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/antm,9.28,38.58,49.64,137.99,137.99
ANTX,"Anthem, Inc.",44.84,11706371446.2,n/a,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/antx,-10.04,,,-10.04,-10.04
ANH,Anworth Mortgage Asset  Corporation,4.38,438460754.1,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/anh,-6.08,33.53,-22.2,-0.81,-0.81
AON,Aon plc,87.02,23836242285.5,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/aon,-1.54,15.59,44.55,65.12,65.12
APA,Apache Corporation,36.65,13854219550.4,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/apa,-25.39,-25.11,7.19,-42.62,-42.62
AIV,Apartment Investment and Management Company,39.21,6133367199.45,n/a,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aiv,4.41,48.13,-1.71,61.73,61.73
ARI,Apollo Commercial Real Estate Finance,16.73,1123340065.96,n/a,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ari,16.49,9.89,4.15,33.49,33.49
APO,"Apollo Global Management, LLC",14,5623101498.0,n/a,2011,Finance,Investment Managers,http://www.nasdaq.com/symbol/apo,-30.2,-25.67,100.34,13.43,13.43
AMTG,"Apollo Residential Mortgage, Inc.",11.97,379950315.57,n/a,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amtg,-20.29,15.32,-22.25,-26.55,-26.55
